# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2521]~[5006]）
# 格式：[样本ID] 推理过程

[2595] 如图,设过点P的两条直线与圆C_{2}分别切于点M,N,由两条切线相互垂直,可知|OP|=\frac{\sqrt{6}}{2}b'由题知|OP|>a,解得\frac{b}{a}>\frac{\sqrt{6}}{3},又e=\sqrt{1-(\frac{b}{a})^{2}}即可得出结果.如图,设过点P的两条直线与圆C_{2}分别切于点M,N,由两条切线相互垂直可知|OP|=\sqrt{2}\times\frac{\sqrt{3}}{2}b=\frac{\sqrt{6}}{2}b'又因为在椭圆C_{1}上不存在点P,使得由点P所作的圆C_{2}的两条切线互相垂直,所以|OP|>a,即得\frac{\sqrt{6}}{2}b>a'所以\frac{b}{a}>\frac{\sqrt{6}}{3},所以椭圆C_{1}的离心率e=\frac{c}{a}=\frac{\sqrt{a-b^{2}}}{a^{2}}=\sqrt{1-(\frac{b}{a})^{2}}<\sqrt{1-(\frac{\sqrt{6}}{3}})^{2}=\frac{\sqrt{3}}{3}又e>0,所以_{0}<e<\frac{\sqrt{3}}{3}.

[2596] 设点P的坐标为(x,y),点B(a,b),因为点P是线段AB的中点,所以\begin{cases}x=\frac{4+a}{2}\\y=\frac{0+b}{2}\end{cases}解得\begin{cases}a=2x-4\\b=2y\end{cases},把点B的坐标代入曲线方程可得(2x-4)^{2}+(2y)^{2}=8,整理得(x-2)^{2}+y2=2,所以点P的轨迹方程为(x-2)^{2}+y2=2

[2597] 由双曲线\frac{y2}{3}-\frac{x^{2}}{6}=1,可得下焦点为F(0,-3),又由抛物线y=ax^{2},可得化为x^{2}=\frac{1}{a}y,其焦点坐标为F_{1}(0,\frac{1}{4a})因为F与F_{1}重合,可得\frac{1}{4a}=-3,解得a=-\frac{1}{12}

[2598] 由方程可知a^{2}=16.b^{2}=m\thereforec^{2}=16+m\therefore\frac{16+m}{16}=4\thereforem=48

[2599] 由题设,2c=8,2a=16,则a=8,c=4,而b^{2}=a^{2}-c^{2}=48,所以椭圆的标准方程是\frac{x^{2}}{64}+\frac{y^{2}}{48}=1或\frac{y^{2}}{64}+\frac{x^{2}}{48}=1

[2600] 由题意得双曲线的右焦点F(c,0),设一渐近线OM的方程为y=\frac{b}{a}x^{,}则另一渐近线ON的方程为y=-\frac{b}{a}x\cdot设M(m,\frac{bm}{a}),N(n,-\frac{bn}{a})\because7\overrightarrow{FM}=3\overrightarrow{FN},\therefore7(m-c,\frac{bm}{a})=3(n-c,-\frac{bn}{a}),.\begin{cases}7(m-c)=3(n-c)\\\frac{7bm}{a}=-\frac{3bn}{a}\end{cases},解得\begin{cases}m=\frac{2c}{7}\\n=-\frac{2c}{3}\end{cases}\therefore点M的坐标为(\frac{2c}{7},\frac{2bc}{7a}),又OM\botFM,\thereforek_{OM}\cdotk_{FM}=\frac{b}{a}\times\frac{\frac{2bc}{7a}}{\frac{2c}{7}-c}=-1,整理得\frac{b^{2}}{a^{2}}=\frac{5}{2},\therefore双曲线的渐近线方程为_{y}=\pm\frac{b}{a}x=\pm\frac{\sqrt{10}}{2}x^{-}答案:y=\pm\frac{\sqrt{10}}{2}x

[2601] 作出示意图,过点P作抛物线准线的垂线PB,垂足为B,由图可知,当点P满足PA与抛物线准线垂直时PA+PF取最小值,将y=2代入到y2=2x得x=2,此时点P的坐标为(2,2).

[2602] 根据题意及椭圆的定义,设F_{2}B=x_{\prime}则可表示出其他各边长度,根据勾股定理,可求得x,在Rt\triangleAF_{1}F_{2}中,利用勾股定理,求得a与c的关系,代入公式即可得答案.由题意得,AF_{1}\botAF_{2},且|\overrightarrow{AF_{2}}|=3|\overrightarrow{F_{2}B}|,如图所示:设F_{2}B=x,则AF_{2}=3x.所以根据椭圆的定义可得AF_{1}=2a-3x,BF_{1}=2a-x因为AF_{1}\botAF_{2},所以(2a-x)^{2}=(2a-3x)^{2}+(3x+x)^{2}.解得x=\frac{a}{3}所以AF_{1}=2a-3x=a,AF_{2}=3x=a在Rt\triangleAF_{1}F_{2}中,AF_{1}2+AF_{2}2=F_{1}F_{2}2,即a^{2}+a^{2}=(2c)^{2}所以e=\frac{c}{a}=\sqrt{\frac{c^{2}}{a^{2}}}=\sqrt{\frac{1}{2}}=\frac{\sqrt{2}}{2}

[2603] 联立\begin{cases}y=\frac{1}{2}x\\\frac{x^{2}}{9}-\frac{y^{2}}{4}=1\end{cases}得\frac{7}{144}x^{2}=1\Rightarrowx=\pm\frac{12\sqrt{7}}{7},设A(\frac{12\sqrt{7}}{7},\frac{6\sqrt{7}}{7}),B(-\frac{12\sqrt{7}}{7},-\frac{6\sqrt{7}}{7}),因为P为双曲线上不同于A,B的点设P(x,y)且满足\frac{x^{2}}{9}-\frac{y^{2}}{4}=1,k_{PA}=\frac{y-\frac{6\sqrt{7}}{7}}{x-\frac{12\sqrt{7}}{7}},k_{PB}=\frac{y+\frac{6\sqrt{7}}{7}}{x+\frac{12\sqrt{7}}{7}}\thereforek_{PA}k_{PB}=\frac{y-\frac{6\sqrt{7}}{7}}{x-\frac{12\sqrt{7}}{7}}\frac{y+\frac{6\sqrt{7}}{7}}{x+\frac{12\sqrt{7}}{7}}\frac{y^{2}-\frac{36}{7}}{x^{2}-\frac{144}{7}}=\frac{x^{2}\frac{4}{9}-4-\frac{36}{x^{2}-\frac{144}{7}}=\frac{4}{9},故填\frac{4}{9}

[2605] 首先利用两角和与差的公式以及同角三角函数的关系将\frac{\cos(\alpha-\beta)}{\cos(\alpha+\beta)}化简成\frac{1+\tan\alpha\tan\beta}{1-\tan\alpha\tan\beta},然后设出点P,求出直线PA、PB斜率,再将椭圆方程代入化简即可求解.解】由\frac{\cos(\alpha-\beta)}{\cos(\alpha+\beta)}=\frac{\cos\alpha\cos\beta+\sin\alpha\sin\beta}{\cos\alpha\cos\beta-\sina\sin\beta}=\frac{1+\tan\alpha\tan\beta}{1-\tan\alpha\tan\beta}设点P(x,y),由A(0,4),B(0,-4),直线PA、PB的倾斜角分别为\alpha、\beta所以\tan\alpha=\frac{y-4}{x}y+4所以\frac{c}{c}又\frac{x^{2}}{25}+\frac{y^{2}}{16}=1可得x^{2}=(1-\frac{\cos(\alpha-\beta)}{\cos(\alpha+\beta)}=\frac{x^{2}+y^{2}-16}{x^{2}-y^{2}+16}=\frac{25-\frac{25}{16}y^{2}+y^{2}-16}{25-\frac{25}{y2-v2+16}}=\frac{9}{41}

[2606] 分类讨论焦点在x轴与焦点在y轴两种情况.由题意,a=2b,\textcircled{1}设椭圆的标准方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1,则\begin{cases}a=2b\\a=2\end{cases},得\begin{cases}a^{2}=4\\12-1\end{cases},可得椭圆的标准方程为\frac{x^{2}}{4}+y^{2}=1;\textcircled{2}设椭圆的标准方程为\frac{y^{2}}{a^{2}}+\frac{x^{2}}{b^{2}}=1,则\begin{cases}a=2\\a=2b\end{cases},得\begin{cases}\frac{2}{a}=1\\b=2\end{cases},\frac{1}{2}=4可得椭圆的标准方程为\frac{y^{2}}{16}+\frac{x^{2}}{4}=1

[2608] 由椭圆\frac{x^{2}}{49}+\frac{y^{2}}{24}=1得a=7,b=2\sqrt{6},c=\sqrt{a^{2}-b^{2}}=5,即|F_{1}F_{2}|=2c=10,而|PF_{1}|+|PF_{2}|=2a=14,|PF_{1}|=6,则|PF_{2}|=8,于是有|PF|^{2}+|PF_{2}^{2}=100=|F_{1}F_{2}^{2},即\angleF_{1}PF_{2}=90^{\circ}\DeltaPF_{1}F_{2}的面积为S_{\trianglePF_{1}F_{1}}=\frac{1}{2}|PF_{1}.|PF_{2}|=24

[2610] \because由题可知a=3,b=4\thereforec=\sqrt{3^{2}+4^{4}}=5\therefore离心率e=\frac{c}{a}=\frac{5}{3}

[2611] 设|PF_{1}|=m,|PF_{2}|=由正弦定理可得:\frac{m}{\siny}=\frac{n}{\sin\beta}=\frac{2c}{\sin\alpha},可得:\frac{m+n}{\siny+\sin\beta}=\frac{2c}{\sin\alpha}又m+n=2a,\thereforee=\frac{c}{a}=\frac{\sin\alpha}{\siny+\sin\beta}

[2613] 设A(x_{1},y_{1}),B(x_{2},y_{2}),由AB中点坐标为(\frac{x_{1}+x_{2}}{2},\frac{y_{1}+y_{2}}{2})线段AB的中点到直线x=-3的距离为5,则\frac{x_{1}+x_{2}}{2}=-3+5=2,x_{1}+x_{2}=4又|AB|=x_{1}+\frac{p}{2}+x_{2}+\frac{p}{2}=x_{1}+x_{2}+p=4+p=7,所以p=3.

[2614] 由已知a^{2}=1,b^{2}=4,所以c^{2}=5,所以焦距为2\sqrt{5},

[2620] 抛物线的准线方程为x=-\frac{1}{2}当MQllx轴时,|MQ|-|QF|取得最小值,此时点Q的纵坐标y=2代入抛物线方程y^{2}=2x得Q的横坐标x=2,则|QM|-|QF|=|2+3|-|2+\frac{1}{2}|=\frac{5}{2}.

[2621] 不妨设P在第一象限,如图,A(0,-1),B(0,1),过点P作准线的垂线,垂足为N,由直线PA与抛物线相切,设直线AP的方程为y=kx-1,联立\begin{cases}y=kx-1\\x^{2}=4y\end{cases},整理得x^{2}-4kx+4=0,A=16k^{2}-16=0,\thereforek=1(舍去k=-1),\thereforeP(2,1),\therefore双曲线的实轴长为|PA|-|PB|=2(\sqrt{2}-1),则a=\sqrt{2}-1,c=1,\therefore双曲线的离心率为e=\frac{c}{a}=\frac{1}{\sqrt{2}-1}=\sqrt{2}+

[2622] 设双曲线的焦距为2c,则\frac{c}{a}=2,即c=2a,\thereforeb=\sqrt{3}a,把x=c=2a代入双曲线方程可得y=\pm3a,\thereforem=6a,\therefore\frac{m}{b}=\frac{6a}{\sqrt{3}a}=2\sqrt{3}.

[2623] 由题意离心率为\frac{\sqrt{3}}{2},可得:\frac{c}{a}=\frac{\sqrt{3}}{2},且C上一点到C的两个焦点的距离之和是12可得2a=12,解得a=6,c=3,则b=3所以椭圆C的标准方程\frac{y^{2}}{36}+\frac{x^{2}}{9}=1.

[2625] 椭圆\frac{x^{2}}{25}+\frac{y2}{16}=1的a=5,由椭圆的定义可得,|CF_{1}|+|CF_{2}|=2a=10由|CF|=2,可得|CF_{2}|=10-2=8故答家为:8

[2628] 利用中点坐标公式,确定P,M坐标之间的关系,将P的坐标代入圆的方程,即可求得M的轨迹方程设M(x,y),Q(x,0),则P(x,2y),\becauseP在圆x^{2}+y^{2}=8上,\thereforex^{2}+4y^{2}=8,整理得\frac{x^{2}}{8}+\frac{y^{2}}{2}=1,

[2629] \because圆的标准方程为(x-3)^{2}+y^{2}=1,\therefore圆心坐标为(3,0),\thereforec=3.又b=4,\thereforea=\sqrt{b^{2}+c^{2}}=5\because椭圆的焦点在c轴上.\cdot椭圆的方面点为(-5,0).

[2630] 因为抛物线y^{2}=2x的准线方程为x=-\frac{1}{2},双曲线\frac{x^{2}}{m}-\frac{y^{2}}{3}=1的一条左准线方程为x=-\frac{m}{\sqrt{m+3}}(m>0),所以\frac{1}{2}=\frac{m}{\sqrt{m+3}},解得m=1,因此,双曲线的方程为x^{2}-\frac{y^{2}}{3}=1其渐近线方程是y=\pm\sqrt{3}x.

[2631] 因为椭圆过抛物线焦点为(2,0),并且焦点为F_{1}(-\sqrt{2},0),F_{2}(\sqrt{2},0),所以a=2,c=\sqrt{2},\thereforeb^{2}=a^{2}-c^{2}=2,.\frac{x^{2}}{4}+\frac{y^{2}}{2}=1.

[2632] 由题意,椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{4}=1的一个焦点为(2,0),可得c=2.又由c^{2}=a^{2}-b^{2},可得a^{2}-4=4,解得a=2\sqrt{2}所以椭圆C的离心率为e=\frac{c}{a}=\frac{2}{2,5}=\frac{\sqrt{2}}{2}

[2633] 分析:由题意先求出点P的坐标,然后再根据抛物线的定义求解可得|PF|详\because点P(m,2\sqrt{3})在抛物线y^{2}=4x上,\therefore(2\sqrt{3})^{2}=4m,解得m=3,\therefore点P的坐标为(3,2\sqrt{3}).又抛物线的准线方程为x=-1,\therefore|PF|=3+1=4

[2634] 设F_{1}(-c,0),F_{2}(c,0),则抛物线y^{2}=4cx,直线PF_{1}:y=x+c,联立方程组\begin{cases}y2=4cx\\y=x+c\end{cases},解得x=c,y=2c所以点P的坐标为(c,2c),所以PF_{2}\botF_{1}F_{2},又PF_{2}=F_{2}F_{1}=2c,所以PF_{1}=2\sqrt{2}c所以PF_{1}=2\sqrt{2}c,所以PF_{1}+PF_{2}=(2+2\sqrt{2})c=2a=2,则c=\sqrt{2}-1,所以抛物线的准线方程为:x=-c=1-\sqrt{2},

[2635] 根据双曲线定义知;|PF_{1}|-|PF_{2}||=2\sqrt{64}=16,所以|PF_{2}|=16+|PF_{1}|=16+17=33或|PF_{2}|=1(舍去),

[2637] 分析:由题意求得抛物线的焦点为(2,0),再求得双曲线的渐近线为x\pmy=0,根据点到直线的距离公式可得所求.详由抛物线y^{2}=8x可得其焦点为(2,0)又双曲线\frac{x^{2}}{2}-\frac{y^{2}}{2}=1的渐近线方程为x\pmy=0,\therefore所求距离为d=\frac{2}{\sqrt{2}}=\sqrt{2}

[2638] 设直线的倾斜角为\theta,如图,因为|AM|=|AF|,\cos\theta=\frac{|FQ|}{|AF|}=\frac{|AF|-p}{|AF|},\therefore|AF|=\frac{p}{1-\cos\theta},同理:|BF|=\frac{1}{1}\frac{p}{+\cos\theta}.\therefore\frac{|AF|}{|BF|}=\frac{1+\cos\theta}{1-\cos\theta}=\frac{3}{2}解得\cos\theta=\frac{1}{5},所以k=\tan\theta=2\sqrt{6}

[2640] 由椭圆的定义得到|PF|=4-|PF_{1}|,进而将|PA|-|PF|转化为|PA|+|PF_{1}|-4,经分析当P,A,F_{1}三点共线时,|PA|+|PF_{1}|,从而可求出结果由椭圆的定义知:|PF_{1}|+|PF|=4,所以|PF|=4-|PF_{1}|因此|PA|-|PF|=|PA|-(4-|PF_{1}|)=|PA|+|PF_{1}|-4.而|PA|+|PF_{1}|的最小值是当P,A,F_{1}三点共线时,因此|PA|-|PF|\geqslant|AF_{1}|-4,又F_{1}(-1,0),因此|AF_{1}|=\sqrt{(5+1)^{2}+8^{2}}=10所以|PA|-|PF|\geqslant6,因此|PA|-|PF|的最小值为6

[2642] 抛物线焦点为F(1,0),设P(\frac{a^{2}}{4},a),由两点间距离公式得\sqrt{(\frac{a2}{4}-4)^{2}+a^{2}}=2\sqrt{(\frac{a^{2}}{4}-1)^{2}}+得\frac{a^{2}}{4}=2\sqrt{2}-2.

[2643] \because平面上两定点A,B之间距离为4,动点P满足PA-PB=2(2<4),\therefore点P的轨迹是以A,B为焦点的双曲线的右支且2a=2,a=1,故点P到AB中点(即原点)的距离的最小值为a,

[2644] 根据题意,抛物线y^{2}=8x的准线方程为x=-2若抛物线y^{2}=8x上一点M(x_{0},y_{0})到其焦点的距离为6,则其到准线的距离也为6,则x_{0}-(-2)=6解可得:x_{0}=4,又由M在抛物线上,则y^{2}=8x_{0}=32则M到坐标原点O的距离d=\sqrt{x_{0}^{2}+y_{0}^{2}}=\sqrt{48}=4\sqrt{3}

[2646] 抛物线y^{2}=4x的焦点F坐标为(1,0).据题意知,|PQ|=|PF|-1,\therefore|PM|+|PQ|=|PM|+|PF|-1,\therefore(|PM|+|PQ|)_{\min}=(|PM|+|PF|)_{\min}-1.直线MF方程为y=x-1,解\begin{cases}y=x-1,\\y=4x,\end{cases}得\begin{cases}x=3-2\sqrt{2}\\y=2-2\sqrt{2}\end{cases}或\begin{cases}x=3+2\sqrt{2}\\y=2+2\sqrt{2}\end{cases},由图像分析知,点P的横坐标大于1,故所求点P的坐标为(3+2\sqrt{2},2+2\sqrt{2})

[2647] 因为y^{2}=-\frac{1}{2}x,所以焦点坐标是(-\frac{1}{8},0)

[2648] 由题意得2-m>m-1>0\therefore1<m<\frac{3}{2}则m的取值范围是(1,\frac{3}{2})

[2649] 据题意,椭圆方程是标准方程,b=1,右焦点为(c,0),它到已知直线的距离为\frac{|c+2\sqrt{2}|}{\sqrt{2}}=3,c=\sqrt{2},所以a^{2}=b^{2}+c^{2}=3,椭圆方程为\frac{x^{2}}{3}+y^{2}=1

[2650] 结合题意,绘制图像:根据双曲线的性质可知|PF_{1}|-|PF_{2}|=2a=2,得到|PF_{1}|=|PF_{2}|+2,所以|PF_{1}|+|PQ|=|PF_{2}|+|PQ|+2\geqslant|QF_{2}|+2,而o(0,2\sqrt{3}),F_{2}(2,0),所以|OF_{2}|=\sqrt{2^{2}+(2\sqrt{3})^{2}}=4,所以最小值为6.[

[2651] 法一:根据F(\frac{P}{2},,0),根据点A与焦点F距离为2,所以A点横坐标为2-\frac{p}{2},所以A点纵坐标y^{2}=2p(2-\frac{p}{2})=4p-p^{20};即\overrightarrow{HF}=(\frac{p}{2},-1),\overrightarrow{HA}=(2-\frac{p}{2},y-1)根据\overrightarrow{HF}\cdot\overrightarrow{HA}=0,得到\frac{4p-p^{2}}{4}-y+1=0从而根据\textcircled{1}解得y=2,从而带入\textcircled{1}解得p=2法二:设A(x_{0},y_{0}),F(\frac{p}{2},0),由焦半径公式可知x_{0}+\frac{p}{2}=2则线段AF的中点到y轴的距离_{d}=\frac{x_{0}+\frac{p}{2}}{2}=\frac{2}{2}=1'所以以|AF|为直径的圆与y轴相切,由题意可知切点为H(0,则点A的纵坐标为2,横坐标2-\frac{p}{2},则2p(2-\frac{p}{2})=4,解得:p=2.

[2652] 由题意知\frac{\sqrt{a^{2}-b^{2}}}{a}=\frac{\sqrt{3}}{2},则a=2b,双曲线的离心率为\frac{\sqrt{a^{2}+b^{2}}}{a}=\frac{\sqrt{5}b}{2b}=\frac{\sqrt{5}}{2}.

[2653] 设A(x_{1},y_{1}),B(x_{2},y_{2})中点为(-1,-1),,x_{1}+x_{2}=-2,y_{1}+y_{2}=-2,x_{1}2+2y_{1}^{2}=4,x_{2}^{2}+2y_{2}^{2}=4,两式相减:x_{1}2-x_{2}^{2}+2y_{1}^{2}-2y_{2}^{2}=0,(x_{1}+x_{2})(x_{1}-x_{2})+2(y_{1}+y_{2})(y_{1}-y_{2})=0(x_{1}-x_{2})+2(y_{1}-y_{2})=0即:k_{AB}=-\frac{1}{2},弦AB所在直线方程为y=-\frac{1}{2}x-\frac{3}{2},联立x^{2}+2y^{2}=4整理得:3x^{2}+6x+1=0,x_{1}+x_{2}=-2,x_{1}x_{2}=\frac{1}{3}所以|AB|=\sqrt{1+\frac{1}{4}}\times\sqrt{4-\frac{4}{3}}=\frac{\sqrt{30}}{3}

[2654] 设过点(1,\frac{1}{2})的圆x^{2}+y^{2}=1的切线为l,分类讨论求得直线l分别与圆的切线A,B,求得直线AB的方程,从而得到直线AB与x轴、y轴的交点坐标,得到椭圆的右焦点和上顶点,进而求得椭圆的方程.详解】设过点(1,\frac{1}{2})的圆x^{2}+y^{2}=1的切线分别为y-\frac{1}{2}=k(x-1),即kx-y-k+\frac{1}{2}=0,当直线l与x轴垂直时,k不存在,直线方程为x=1,恰好与圆x^{2}+y^{2}=1相切于点A(1,0)当直线l与x轴不垂直时,原点到直线l的距离为d=\frac{|-k+\frac{1}{2}|}{\sqrt{1+k^{2}}}=1,解得k=-\frac{3}{4}此时直线l的方程为y=-\frac{3}{4}x+\frac{5}{4},此时直线l与圆x^{2}+y^{2}=1相切于点B(\frac{3}{5},\frac{4}{5})因此,直线AB的斜率为k_{1}=\frac{0-\frac{4}{5}}{1-\frac{3}{3}}=-2,直线AB的方程为y=-2(x-1)所以直线AB交x轴交于点A(1,0),交于y轴于点C(0,2)椭圆\frac{y^{2}}{a^{2}}+\frac{x^{2}}{b^{2}}=1的右焦点为(1,0),上顶点为(0,2),所以c=2,b=1,可得a^{2}=b^{2}+c^{2}=5所以椭圆的标准方程为\frac{y^{2}}{5}+x^{2}=1

[2655] 抛物线的标准方程为x^{2}=\frac{1}{a}y,因此,该抛物线的焦点坐标为(0,\frac{1}{4a}).

[2656] 由题设,\frac{4-b^{2}}{4}=\frac{3}{4}或\frac{b^{2}-4}{b^{2}}=\frac{3}{4},可得b^{2}=1或b^{2}=16当b^{2}=1时,双曲线\frac{x^{2}}{4}-y^{2}=1离心率为\frac{\sqrt{5}}{2};当b^{2}=16时,双曲线\frac{x^{2}}{4}-\frac{y^{2}}{16}=1离心率为\sqrt{5}

[2657] 双曲线\frac{x^{2}}{2}-y^{2}=1的焦距为2c=2\sqrt{a^{2+b^{2}}}=2\sqrt{3}

[2660] 椭圆\frac{x^{2}}{9}+\frac{y^{2}}{4}=1的半焦距为\sqrt{9-4}=\sqrt{5},故所求椭圆c=\sqrt{5},且焦点在x轴上,由于所求椭圆长轴长为2a=4\sqrt{5},a=2\sqrt{5},所以b^{2}=20-5=15所以所求椭圆方程为\frac{x^{2}}{20}+\frac{y^{2}}{15}=1.故填:\frac{x^{2}}{20}+\frac{y^{2}}{15}=1.

[2661] 因为点P(\frac{\sqrt{10}}{3},\frac{8}{3})在椭圆\frac{x2}{10}+\frac{y^{2}}{m}=1上,所以\frac{(\sqrt{10})}{10}+\frac{(8)^{2}}{m}=1^{\frac{1}{2}}解得m=8.所以椭圆方程为\frac{x^{2}}{10}+\frac{y^{2}}{8}=1,又椭圆\frac{x^{2}}{10}+\frac{y^{2}}{8}=1与双曲线x-\frac{y^{2}}{b}=1有相同的焦点所以10-8=1+b,解得b=1,

[2662] 可知双曲线的焦点在x轴上,a^{2}=1,b^{2}=9,c^{2}=10所以焦点坐标为(\pm\sqrt{10},0),顶点坐标为(\pm1,0)实轴长为2a=2,虚轴长为2b=6,渐近线方程为y=\pm\frac{b}{a}x=\pm3x.

[2663] 双曲线x^{2}-\frac{y^{2}}{3}=1的右焦点为(-2,0),故抛物线y^{2}=2px的准线为x=-2,\therefore-\frac{p}{2}=-2,\thereforep=4,

[2664] 圆x^{2}+(y-1)^{2}=2的圆心为(0,1)可得:\frac{p}{2}=1,即p=2,所以抛物线C:x^{2}=4y.\because直线的倾斜角为60^{\circ},\therefore斜率k=\sqrt{3},故直线AB的方程:y=\sqrt{3}x+1.联立直线与抛物线\begin{cases}x^{2}=4y\\y=\sqrt{3}x+1\end{cases},可得:x^{2}-4\sqrt{3}x-4=0设A(x_{1},y_{1}),B(x_{2},y_{2}),则有x_{1}+x_{2}=4\sqrt{3}x_{1}x_{2}=-4,则|AB|=\sqrt{1+3}\cdot\sqrt{(4\sqrt{3})^{2}-4\times(-4)}=16

[2665] 设点A(x_{1},y_{1})、B(x_{2},y_{2}),线段AB的中点为M(x_{0},y_{0})由\begin{cases}x_{1}^{2}=y_{1}\\x_{2}^{2}=y_{2}\end{cases},两式作差得x_{1}^{2}-x_{2}^{2}=y_{1}-y_{2},即(x_{1}-x_{2})(x_{1}+x_{2})=y_{1}-y_{2}\therefore\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=x1+x_{2}=2x_{0}'\because线段AB的垂直平分线的方程是y=-x+3,所以,直线AB的斜率为\frac{y_{1}-y_{2}}{x_{1}}=2x_{0}=1,\thereforex_{0}=\frac{1}{2},则y_{0}=-x_{0}+3=\frac{5}{2},所以,点M的坐标为(\frac{1}{2},\frac{5}{2})又\because直线AB的斜率为1,因此,弦AB所在的直线方程为y-\frac{5}{2}=x-\frac{1}{2},即x-y+2=0.

[2667] 易知\anglePF_{1}F_{2}为直线的倾斜角,再根据\anglePF_{2}F_{1}=2\anglePF_{1}F_{2},分别求得PF_{2}=c,PF_{1}=\sqrt{3}c.再利用双曲线的定义求解.因为直线y=\frac{\sqrt{3}}{3}(x+c)^{与}又曲线的一个交点P所以\anglePF_{1}F_{2}=30^{\circ}又因为\anglePF_{2}F_{1}=2\anglePF_{1}F_{2}所以\anglePF_{2}F_{1}=60^{\circ},\angleF_{1}PF_{2}=90^{\circ}.所以PF_{2}=c,PF_{1}=\sqrt{3}c,由双曲线的定义得PF-PF_{2}=2a即\sqrt{3}c-c=2a,解得e=\sqrt{3}+1,

[2668] 由\frac{x^{2}}{2}-y^{2}=1,得双曲线的渐近线为y=\pm\frac{\sqrt{2}}{2}.设双曲线方程为:\frac{x^{2}}{2}-y^{2}=\lambda(\lambda<0)\therefore\frac{x^{2}}{22}-\frac{y^{2}}{2}=1\therefore-\lambda-2\lambda=36,\therefore\lambda=-12.故双曲线方程为\frac{y^{2}}{12}-\frac{x^{2}}{24}=1.答案:\frac{y^{2}}{12}-\frac{x^{2}}{24}=1.

[2669] 先画出图像,由|AB|=8可求出B点横坐标,代入抛物线方程可求得y_{B},即可求解直线l的方程如图,|AB|=8\Rightarrowx_{B}=4,将x_{B}=4代入x^{2}=4y得y_{B}=4,则直线l的方程为y=4

[2671] 连接AF_{1},B_{1}F,根据内角平分线的性质得到\frac{BF_{1}}{PF_{1}}=\frac{BA}{PA}=\frac{BF_{2}}{PF_{2}},根据等和性质得到\frac{BA}{PA}=\frac{BF_{1}+BF_{2}}{PF_{1}+PP_{2}}=\frac{2c}{2a}=\frac{c}{a}=\frac{2}{3}.

[2673] 设直线为y=kx+m(k>0),联立椭圆方程,利用OP\botOQ,可得3m^{2}=2(k^{2}+1),计算原点到直即可解得m^{2}=k^{2}=2,写出直线方程即可.设直线为y=kx+m(k>0),联立椭圆方程\frac{x^{2}}{2}+y^{2}=1,消元得:(2k^{2}+1)x^{2}+4kmx+2m^{2}-2=0当4>0时,x_{1}+x_{2}=-\frac{4km}{2k^{2}+1},x_{1}\cdotx_{2}=\frac{2m^{2}-2}{2k^{2}+1}因为OP\botOQ,所以y_{1}y_{2}+x_{1}x_{2}=0,整理得3m^{2}=2(k^{2}+1)\textcircled{1},又原点到直线的距离d=\frac{|m|}{|}\frac{2}{2},PQ=\sqrt{1+k^{2}}\cdot\sqrt{(x_{1}+x_{2})^{2}-4x}\frac{2}{2}=\frac{2\sqrt{3}}{5},解得m^{2}=2或m^{2}=\frac{3}{4},当m^{2}=2时,k^{2}=2因为k>0,所以k=\sqrt{2},m=\pm\sqrt{2},当m^{2}=\frac{3}{4}时,k^{2}=\frac{1}{8},即k=\frac{\sqrt{2}}{4},m=\pm\frac{\sqrt{3}}{2},经检验满足A>0,所以所求直线方程为y=\sqrt{2}x\pm\sqrt{2}或y=\frac{\sqrt{2}}{4}x\pm\frac{\sqrt{3}}{2}.睛】本题主要考查了椭圆的方程,直线与椭圆的位置关系,弦长公式,点到直线的距离,属于难题

[2674] 双曲线\frac{x^{2}}{a2}-\frac{y^{2}}{4}=1(a>0)的渐近线为y=\pm\frac{2x}{a},所以\frac{2}{a}=2,解得a=1

[2678] 数形结合分析可得圆与F_{1}F_{2}的切点为右顶点,所以|F_{1}D|^{2}=(a+c)^{2}+r^{2}=9+r^{2},从而得解根据题意得F_{1}(-2,0),F_{2}(2,0),设\triangleAF_{1}F_{2}的内切圆分别与AF_{1},AF_{2}切于点A_{1},B_{1},与F_{1}F_{2}切于点P,则|AA_{1}|=|AB_{1}|,|F_{1}A_{1}|=|F_{1}P|,|F_{2}B_{1}|=|F_{2}P|,又点A在双曲线右支上,\thereforeF_{1}A|F_{2}A|=2a=2,\therefore|PF_{1}|\cdot|PF_{2}|=2a=2,而|F_{1}P|+|F_{2}P|=2c=4,设P点坐标为(x,0),则由|F_{1}A||F_{2}A|=2a=2,得(x+c)-(c-x)=2a,解得x=a=1,圆与F_{1}F_{2}的切点为右顶点,所以|F_{1}D|^{2}=(a+c)^{2}+r^{2}=9+r2,所以|F_{1}D|\in(3,\sqrt{10}]

