sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
629,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,43,43,15,15,False,15,,,True,"{pi/3, ApplyUnit(60, degree)}",Max not found,Max not found,"Max(AngleOf(M, F, N))","C: Parabola;Expression(C) = (y^2 = 4*x);F: Point;Focus(C) = F;M: Point;N: Point;x1: Number;x2: Number;y1: Number;y2: Number;Coordinate(M) = (x1, y1);Coordinate(N) = (x2, y2);PointOnCurve(M, C);PointOnCurve(N, C);x1 + x2 + 2 = 2*LineSegmentOf(M, N)",42 42 42 43 43 43 43 43 43 43 43 43 43 43 43,42 42 42 43 43 43 43 43 43 43 43 43 43 43 43
657,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,65,65,63,63,15,15,False,15,,,True,x^2/4-y^2/16=1,Expression(C1) = (x^2-y^2/4=1),Expression(C1) = (x^2-y^2/4=1),Expression(C),"C: Hyperbola;C1: Hyperbola;Expression(C1) = (x^2-y^2/4=1);Asymptote(C) = Asymptote(C1);G: Point;Coordinate(G) = (2, 0);PointOnCurve(G, C)",65 63 63 63 63 63 63 63 63 63 63 63 63 63 63,65 63 63 63 63 63 63 63 63 63 63 63 63 63 63
665,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,8,p: Number,p: Number,p,G: Hyperbola;H: Parabola;p: Number;Expression(G) = (x^2/12 - y^2/4 = 1);p>0;Expression(H) = (y^2 = 2*p*x);Focus(H) = RightFocus(G),1,1
668,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(10),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;b > a;a > 0;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;l: Line;PointOnCurve(F1, l);Slope(l) = 1;A: Point;B: Point;L1: Line;L2: Line;Asymptote(G) = {L1, L2};Intersection(l, L1) = A;Intersection(l, L2) = B;Abs(LineSegmentOf(A, F1)) = Abs(LineSegmentOf(A, B))",21,21
683,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,"(sqrt(2)-1,1)",Range(Eccentricity(G)) not found,Range(Eccentricity(G)) not found,Range(Eccentricity(G)),"G: Ellipse;b: Number;a: Number;F1: Point;P: Point;F2: Point;a > b;b > 0;c:Number;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(F1) = (-c, 0);Coordinate(F2) = (c, 0);LeftFocus(G) =F1;RightFocus(G)=F2;PointOnCurve(P,G);a/Sin(AngleOf(P,F1,F2))=c/Sin(AngleOf(P,F2,F1))",13,13
713,Hyperbola,Hyperbola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,65,65,62,62,15,15,False,15,,,True,2,Slope not found,Slope not found,"Slope(LineOf(P, A2))","C: Hyperbola;Expression(C) = (x^2 - y^2 = 1);A1: Point;A2: Point;LeftVertex(C) = A1;RightVertex(C) = A2;P: Point;PointOnCurve(P, C);Slope(LineOf(A1, P)) = 1/2",65 62 62 62 62 62 62 62 62 62 62 62 62 62 62,65 62 62 62 62 62 62 62 62 62 62 62 62 62 62
725,Ellipse,Ellipse,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,13,13,13,13,15,15,False,15,,,True,"(1,3)+(3,+oo)","(0, 3)+(3, +oo)","(0, 3)+(3, +oo)",Range(m),"G: Ellipse;m: Number;H: Line;Expression(G) = (y^2/3 + x^2/m = 1);Expression(H) = (y = x + 2);NumIntersection(H, G) = 2",13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
757,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,True,(x-3/2)^2+(y-2)^2=5/4,Expression(C) = ((x - 1)^2 + (y - 1)^2 = 9),Expression(C) = ((x - 1)^2 + (y - 1)^2 = 9),LocusEquation(P),"C: Circle;Expression(C) = ((x - 1)^2 + (y - 1)^2 = 9);A: Point;Coordinate(A) = (2, 3);L: LineSegment;PointOnCurve(A, L) = True;IsChordOf(L, C) = True;MidPoint(L) = P;P: Point",54 62 62 62 62 62 62 62 62 62 62 62 62 62 62,54 62 62 62 62 62 62 62 62 62 62 62 62 62 62
772,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,63,63,15,15,False,15,,,False,2,p,p,p,"G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;H: Circle;Expression(H) = (-2*y + x^2 + y^2 - 1 = 0);Length(InterceptChord(Directrix(G), H)) = 2",29 29 29 29 29 29 29 29 63 63 63 63 63 63 63,29 29 29 29 29 29 29 29 63 63 63 63 63 63 63
777,Parabola,Parabola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,2,Area not found,Area not found,"Area(TriangleOf(P, F, O))","G: Parabola;P: Point;F: Point;O: Origin;Expression(G) = (y^2 = 4*x);PointOnCurve(P, G);Focus(G) = F;Distance(P, F) = 5",29 29 29 29 43 43 62 62 62 62 62 62 62 62 62,29 29 29 29 43 43 62 62 62 62 62 62 62 62 62
780,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,29,29,29,29,15,15,False,15,,,True,pm*1,Slope not found,pm*1,Slope(l),"l: Line;G: Parabola;A: Point;B: Point;F: Point;M: Point;Expression(G) = (y^2 = 8*x);Focus(G) = F;PointOnCurve(F, l);Intersection(l, G) = {A, B};MidPoint(LineSegmentOf(A, B)) = M;Distance(M, Directrix(G)) = 8",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
785,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,1/2,Min not found,Min not found,Min(k1^2 + 1/(k2^2)),"G: Ellipse;H: Line;m: Number;A: Point;P: Point;B: Point;Q: Point;k1: Number;k2: Number;Expression(G) = (x^2/4 + y^2 = 1);Expression(H) = (x = m*y + 6/5);LeftVertex(G) = A;RightVertex(G) = B;Intersection(H, G) = {P, Q};Slope(LineOf(A, P)) = k1;Slope(LineOf(B, Q)) = k2",13,13
805,Ellipse,Ellipse,Range,Range,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,13,13,13,13,15,15,False,15,,,True,"(-1,1)","(-1, 1)+(1, 3)","(-1, 1)+(1, 3)",Range(k),"G: Ellipse;Expression(G) = (x^2/(3 - k) + y^2/(k + 1) = 1);k: Number;PointOnCurve(Focus(G), xAxis) = True",13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
807,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,2*sqrt(3)/3,sqrt(3*b^2+9)/3,sqrt(3*b^2+9)/3,Eccentricity(G),G: Hyperbola;Expression(G) = (x^2/3 - y^2/b^2 = 1);b: Number;Length(ImageinaryAxis(G)) = 2,21,21
815,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,3,"Abs(LineSegmentOf(A, F)) not found","Abs(LineSegmentOf(A, F)) not found","Abs(LineSegmentOf(A, F))","G: Parabola;Expression(G) = (y^2 = 4*x);F: Point;Focus(G) = F;H: Line;PointOnCurve(F, H);A: Point;B: Point;Intersection(H, G) = {A, B};VectorOf(A, F) = 2*VectorOf(F, B)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
819,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,"(1, 2)",Range(Eccentricity(G)) not found,Range(Eccentricity(G)) not found,Range(Eccentricity(G)),"G: Hyperbola;b: Number;a: Number;A: Point;B: Point;P: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Coordinate(A) = (1, 2);Coordinate(B) = (-1, 2);IsPerpendicular(VectorOf(B, P),VectorOf(A, P));NumIntersection(Asymptote(G),Locus(P))=0",21,21
832,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,5*x^2-(5/4)*y^2=1,(x^2-y^2/4)/a^2=1,(x^2-y^2/4)/a^2=1,Expression(G),G: Hyperbola;b: Number;a: Number;H: Parabola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x = y^2/4);OneOf(Focus(G))=Focus(H);Eccentricity(G) = sqrt(5),21,21
840,Other,Other,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,65,65,65,65,15,15,False,15,,,True,"[-sqrt(3), sqrt(3)]",Range(b) not found,Range(b) not found,Range(b),"G: Line;Expression(G) = (y = b + k*(x - 2));k: Number;b: Number;H: Curve;Expression(H) = (x^2 - y^2 = 1);IsIntersect(G, H)",65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
850,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,8,FocalLength not found,FocalLength not found,FocalLength(G),G: Hyperbola;a: Number;Expression(G) = (-y^2/12 + x^2/a^2 = 1);Eccentricity(G) = e;e:Number;e=2,21,21
852,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,29,29,62,62,15,15,False,15,,,False,p/y0,Slope not found,p/y0,"Slope(LineOf(P, Q))","G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;P: Point;Q: Point;IsChordOf(LineSegmentOf(P, Q), G);x0: Number;y0: Number;Negation(y0=0);M: Point;Coordinate(M) = (x0, y0);MidPoint(LineSegmentOf(P, Q)) = M",29 29 29 29 29 29 29 62 62 62 62 62 62 62 62,29 29 29 29 29 29 29 62 62 62 62 62 62 62 62
861,Hyperbola,Hyperbola,Equation,Equation,False,False,True,failure->success,False,False,wrong->wrong,no_model,answer_mismatch,no_model,none,0,8,8,none,1,none,1,0,8,True,0,1,,True,13*x^2/81 - 13*y^2/36 = 1,,Expression(OneOf(Asymptote(E))) = (2*x-3*y=0),Expression(E),"E: Hyperbola;O: Origin;Center(E) = O;Coordinate(OneOf(Focus(E))) = (3, 0);Expression(OneOf(Asymptote(E))) = (2*x-3*y=0)",,1 1 1 1 1 1 1 1
884,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,True,y^2=4*x,Expression(G) = (y = x),Expression(G) = (y = x),Expression(C),"C: Parabola;O: Origin;Vertex(C) = O;PointOnCurve(Focus(C), xAxis);G: Line;Expression(G) = (y = x);A: Point;B: Point;Intersection(G, C) = {A, B};P: Point;Coordinate(P) = (2, 2);MidPoint(LineSegmentOf(A, B)) = P",54 54 62 62 62 62 62 62 62 62 62 62 62 62 62,54 54 62 62 62 62 62 62 62 62 62 62 62 62 62
908,Parabola,Parabola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,"(0, m/4)",,,Coordinate(Focus(G)),G: Parabola;m: Number;Expression(G) = (y = x^2/m);Negation(m = 0),,
911,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(2),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(C),"C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;c: Number;FocalLength(C) = 2*c;A: Point;RightVertex(C) = A;M: Point;N: Point;PointOnCurve(M,l) = True;PointOnCurve(N,l) = True;Abs(LineSegmentOf(A, M)) = Abs(LineSegmentOf(A, N));AngleOf(M, A, N) = ApplyUnit(120, degree);Abs(LineSegmentOf(A, N)) = c;l: Line;OneOf(Asymptote(C)) = l",21,21
926,Ellipse,Ellipse,Range,Range,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,13,13,13,13,15,15,False,15,,,True,"(1, 3/2)+(3/2, 2)","(1, 3/2)+(3/2, 2)","(1, 3/2)+(3/2, 2)",Range(a),G: Ellipse;Expression(G) = (x^2/(2 - a) + y^2/(a - 1) = 1);a: Number,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
927,Hyperbola,Hyperbola,Equation,Equation,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,x^2-y^2/3=1,,,Expression(G),"G: Hyperbola;H: Point;Coordinate(H) = (2, 3);PointOnCurve(H, G);Expression(OneOf(Asymptote(G))) = (y = sqrt(3)*x)",,
930,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,x^2-y^2/3=1,-y^2/b^2+x^2/a^2=1,-y^2/b^2+x^2/a^2=1,Expression(C),"C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;l: Line;OneOf(Asymptote(C)) = l;Inclination(l) = pi/3;Distance(OneOf(Focus(C)), l) = sqrt(3)",21,21
952,Parabola,Parabola,Length,Length,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,62,62,15,15,False,15,,,False,9/4,Length(LineSegmentOf) not found,Length(LineSegmentOf) not found,"Length(LineSegmentOf(A,B))","O: Origin;F: Point;Focus(C) = F;C: Parabola;Expression(C) = (y^2 = 2*x);l: Line;Expression(l) = (y = m*(2*x - 1));A: Point;B: Point;Intersection(l, C) = {A, B};Quadrant(A) = 1;Abs(LineSegmentOf(A, F)) = 2*Abs(LineSegmentOf(B, F));m: Number",2 29 29 29 29 29 29 29 29 29 62 62 62 62 62,2 29 29 29 29 29 29 29 29 29 62 62 62 62 62
959,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,9,Min not found,9,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","G: Parabola;Expression(G) = (x^2 = 4*y);F: Point;Focus(G) = F;A: Point;Coordinate(A) = (-1, 8);P: Point;PointOnCurve(P, G) = True",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
996,Parabola,Parabola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,62,62,15,15,False,15,,,False,8*sqrt(3),Area not found,Area not found,"Area(TriangleOf(M, N, F))","G: Parabola;Expression(G) = (y^2 = 8*x);M: Point;PointOnCurve(M, G);F: Point;Focus(G) = F;AngleOf(M, F, O) = ApplyUnit(120, degree);N: Point;Coordinate(N) = (-2, 0);O: Origin",42 42 42 42 43 43 43 43 43 62 62 62 62 62 62,42 42 42 42 43 43 43 43 43 62 62 62 62 62 62
1005,Hyperbola,Hyperbola,Area,Area,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,13,13,15,15,False,15,,,False,16*sqrt(3),Area not found,Area not found,"Area(TriangleOf(F1,P,F2))","G: Hyperbola;Expression(G) = (x^2/9 - y^2/16 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G);Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2)) = 64",1 1 1 1 1 1 1 19 13 13 13 13 13 13 13,1 1 1 1 1 1 1 19 13 13 13 13 13 13 13
1036,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,6*x-8*y-21=0,Expression(M)=((x - 3)^2 + (y - 4)^2 = 4),Expression(M)=((x - 3)^2 + (y - 4)^2 = 4),LocusEquation(P),"M: Circle;P: Point;O: Origin;T: Point;L:Line;Expression(M)=((x - 3)^2 + (y - 4)^2 = 4);PointOnCurve(P, L);TangentOfPoint(P, M)=L;TangentPoint(L,M)=T;LineSegmentOf(P, O) = LineSegmentOf(P, T)",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
1044,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,2,2,29,29,15,15,False,15,,,True,sqrt(3)/2,sqrt((k-1)/k),sqrt((k-1)/k),Eccentricity(H),G: Parabola;H: Ellipse;k: Number;Expression(G) = (y^2 = 12*x);k>0;Expression(H) = (k*y^2 + x^2 = 3*k);OneOf(Focus(H)) = Focus(G),2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
1065,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,1,1,56,56,15,15,False,15,,,False,-1,k: Real,k: Real,k,"G: Hyperbola;k: Real;H: Point;Expression(G) = (k*y^2 + 5*x^2 = 5);Coordinate(H) = (sqrt(6), 0);OneOf(Focus(G)) = H",1 1 1 1 1 1 1 1 1 56 56 56 56 56 56,1 1 1 1 1 1 1 1 1 56 56 56 56 56 56
1087,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,53,53,62,62,15,15,False,15,,,False,"{4,-4}",k: Number,k: Number,k,"G: Parabola;P: Point;O: Origin;F: Point;k: Number;Coordinate(P) = (k, -2);Vertex(G) = O;PointOnCurve(F, yAxis);PointOnCurve(P, G);Focus(G) = F;Distance(P, F) = 4",53 53 53 53 53 53 53 53 53 62 62 62 62 62 62,53 53 53 53 53 53 53 53 53 62 62 62 62 62 62
1098,Ellipse,Ellipse,Length,Length,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,"{4,2*sqrt(2)}",Length(MajorAxis) not found,Length(MajorAxis) not found,Length(MajorAxis(G)),G: Ellipse;m: Number;Expression(G) = (y^2/2 + x^2/m = 1);Eccentricity(G) = sqrt(2)/2,13,13
1100,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,1,m: Real,m: Real,m,G: Hyperbola;m: Real;H: Ellipse;Expression(G) = (-y^2/2 + x^2/m = 1);Expression(H) = (x^2/4 + y^2/m^2 = 1);Focus(H) = Focus(G),1,1
1115,Hyperbola,Hyperbola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,56,56,15,15,False,15,,,False,-2,Min not found,Min not found,"Min(DotProduct(VectorOf(P, A1), VectorOf(P, F2)))","G: Hyperbola;P: Point;A1: Point;F2: Point;Expression(G) = (x^2 - y^2/3 = 1);LeftVertex(G)=A1;RightFocus(G)=F2;PointOnCurve(P,RightPart(G))",1 1 1 1 1 1 1 1 1 56 56 56 56 56 56,1 1 1 1 1 1 1 1 1 56 56 56 56 56 56
1148,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,1/3,"Expression 'Abs(LineSegmentOf(N, F))/Abs(LineSegmentOf(A, B))' not found","Expression 'Abs(LineSegmentOf(N, F))/Abs(LineSegmentOf(A, B))' not found","Abs(LineSegmentOf(N, F))/Abs(LineSegmentOf(A, B))","G: Ellipse;H: Line;A: Point;B: Point;N: Point;F: Point;Expression(G) = (x^2/9 + y^2/5 = 1);LeftFocus(G) = F;PointOnCurve(F, H);Negation(IsPerpendicular(xAxis, H));Intersection(H, G) = {A, B};Intersection(PerpendicularBisector(LineSegmentOf(A, B)), xAxis) = N",13,13
1158,Other,Other,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,no_model,no_model,no_model,no_model,0,0,0,none,none,none,none,0,0,False,0,,,False,"{(b^2/4+4)&(0,4],(2*b)&(b>4)}",,,Max(x1^2+2*y1),"G: Curve;b: Number;H: Point;b>0;Expression(G) = (x^2/4 + y^2/b^2 = 1);Coordinate(H) = (x1, y1);x1:Number;y1:Number;PointOnCurve(H,G)",,
1163,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,32,Min not found,Min not found,Min(y1^2+y2^2),"C:Parabola;Expression(C)=(y^2=4*x);P:Point;Coordinate(P)=(4,0);L:Line;PointOnCurve(P,L);A:Point;B:Point;x1:Number;x2:Number;y1:Number;y2:Number;Coordinate(A)=(x1,y1);Coordinate(B)=(x2,y2);Intersection(L,C)={A,B}",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
1185,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,75,75,63,63,15,15,False,15,,,True,"{(y^2 = 20*x)&(x > 0), (y = 0)&(x < 0)}",Expression(C) = (-10*x + x^2 + y^2 = 0),Expression(C) = (-10*x + x^2 + y^2 = 0),LocusEquation(P),"C: Circle;Expression(C) = (-10*x + x^2 + y^2 = 0);H: Circle;P: Point;IsTangent(H, yAxis);IsOutTangent(C, H);Center(H) = P",75 63 63 63 63 63 63 63 63 63 63 63 63 63 63,75 63 63 63 63 63 63 63 63 63 63 63 63 63 63
1269,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,0,0,0,0,15,15,False,15,,,True,sqrt(2)/2,sqrt(2)/2,sqrt(2)/2,Eccentricity(G),G: Ellipse;Expression(G) = (2*x^2 + y^2 = 4),0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1285,Hyperbola,Hyperbola,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,13,13,15,15,False,15,,,True,"{sqrt(5), sqrt(5 - 2*k)}",Range(c) not found,Range(c) not found,Range(c),"G: Hyperbola;Expression(G) = (x^2/(Abs(k) - 3) + y^2/(2 - k) = 1);PointOnCurve(Focus(G), yAxis);HalfFocalLength(G) = c;c: Number",1 1 1 1 13 13 13 13 13 13 13 13 13 13 13,1 1 1 1 13 13 13 13 13 13 13 13 13 13 13
1290,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,43,43,15,15,False,15,,,True,"ApplyUnit(30,degree)",AngleOf not found,Angle not found,"AngleOf(N, M, F)","G: Parabola;N: Point;F: Point;M: Point;Expression(G) = (x^2 = 4*y);Focus(G) = F;Intersection(Directrix(G), yAxis) = M;PointOnCurve(N, G);Abs(LineSegmentOf(N, F)) = (sqrt(3)/2)*Abs(LineSegmentOf(M, N))",42 42 42 43 43 43 43 43 43 43 43 43 43 43 43,42 42 42 43 43 43 43 43 43 43 43 43 43 43 43
1306,Ellipse,Ellipse,Eccentricity,Eccentricity,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,0,0,15,15,False,15,,,True,sqrt(7)/4,Eccentricity not found,Eccentricity not found,Eccentricity(C),"C: Ellipse;F1: Point;P: Point;F2: Point;Focus(C) = {F1, F2};PointOnCurve(P, C);AngleOf(F1, P, F2) = ApplyUnit(60, degree);Abs(LineSegmentOf(P, F1)) = 3*Abs(LineSegmentOf(P, F2))",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1309,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,65,65,65,65,15,15,False,15,,,True,1/4,m: Number,m: Number,m,G: Hyperbola;m: Number;Expression(G) = (x^2 - y^2/m = 1);2*Length(ImageinaryAxis(G)) = Length(RealAxis(G)),65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
1312,Hyperbola,Hyperbola,Length,Length,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,65,65,65,65,15,15,False,15,,,True,2*sqrt(2-lambda),FocalLength not found,FocalLength not found,FocalLength(G),G: Hyperbola;Expression(Z) = (x^2/2 + y^2/lambda = 1);Z: Curve;Z = G;lambda: Number,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65,65 65 65 65 65 65 65 65 65 65 65 65 65 65 65
